cve_id,dep_update_delay_days,time_to_remediate_days
CVE-2024-1000,60.362814773748255,70.57645788305564
CVE-2024-1001,78.72083922390759,78.00896425682592
CVE-2024-1002,0.4119478814173062,21.68190230692118
CVE-2024-1003,19.642116892077063,122.8503376503936
CVE-2024-1004,74.72241840135675,28.534566635199724
CVE-2024-1005,5.587537526945367,10.948260531387568
CVE-2024-1006,1.2003665579937008,32.52749633663223
CVE-2024-1007,16.871232753037727,46.47671788171036
CVE-2024-1008,16.92960463505696,17.316423729076185
CVE-2024-1009,22.727059113547714,5.082833641617499
CVE-2024-1010,19.08301324737698,27.467881699627064
CVE-2024-1011,35.91923392286743,30.106740680273468
CVE-2024-1012,23.414951833852847,66.41129544776702
CVE-2024-1013,23.448891405466505,3.3830691808107893
CVE-2024-1014,33.00760140953828,49.94850741906072
CVE-2024-1015,22.16883097233555,7.207052788787727
CVE-2024-1016,1.9243437365233613,51.43159049490588
CVE-2024-1017,50.021371257717824,18.833616585042737
CVE-2024-1018,10.125232057754356,83.91983311060022
CVE-2024-1019,69.57681500912584,27.42699245842353
CVE-2024-1020,30.836259321742247,11.978667605638122
CVE-2024-1021,43.30102122352615,64.6961265510106
CVE-2024-1022,11.241283028781604,173.1111114846165
CVE-2024-1023,5.091576941264586,45.18664670561524
CVE-2024-1024,31.620676083742172,6.4964155357428455
CVE-2024-1025,12.333076858725121,10.288158342588508
CVE-2024-1026,16.875963685600144,21.487046901186588
CVE-2024-1027,56.781159331905286,30.884678334509047
CVE-2024-1028,0.6775406001145972,0.9156085057954898
CVE-2024-1029,47.44092209316487,29.57440965284952
CVE-2024-1030,77.42617774927848,28.986199189534908
CVE-2024-1031,21.171791702539753,25.76221277297419
CVE-2024-1032,4.670822730172545,16.61041570480166
CVE-2024-1033,15.13708113827433,141.53389957028992
CVE-2024-1034,4.839408615021339,49.34834814731561
CVE-2024-1035,3.928720622425349,69.72379725454735
CVE-2024-1036,99.65467039503105,32.61755055547912
CVE-2024-1037,10.84723339596758,20.517205743421524
CVE-2024-1038,9.305200751594747,20.87832038547485
CVE-2024-1039,44.23303935795203,14.371033268427631
CVE-2024-1040,22.543634210239,35.630191634822665
CVE-2024-1041,61.90481889599877,86.6289393754867
CVE-2024-1042,264.9218056641674,1.799613128144692
CVE-2024-1043,2.510737815452077,62.61749086654973
CVE-2024-1044,4.632266153934864,68.91229674679435
CVE-2024-1045,85.99540786823877,22.593183419518652
CVE-2024-1046,7.121137037685171,61.27985862150914
CVE-2024-1047,1.3791124057356887,22.190772349021813
CVE-2024-1048,59.06107105798309,17.050583792184206
CVE-2024-1049,2.2926313208149462,12.082964920684718
CVE-2024-1050,97.98001145279599,73.2860255914438
CVE-2024-1051,42.84839968517428,1.3280435381137115
CVE-2024-1052,15.54670363138527,12.296264956206613
CVE-2024-1053,2.020064252332753,16.13792327603645
CVE-2024-1054,37.30371421212321,42.099837521814365
CVE-2024-1055,25.307537798490845,24.966363209084392
CVE-2024-1056,4.924513114023334,48.95347334715836
CVE-2024-1057,29.61275042041337,6.947506661472718
CVE-2024-1058,32.12708399815716,18.934299902735738
CVE-2024-1059,87.24205584872081,33.91002120339794
CVE-2024-1060,18.365556834456363,43.84612308150493
CVE-2024-1061,21.55323434540955,14.137375419038827
CVE-2024-1062,71.75505533650848,13.620941703872635
CVE-2024-1063,8.486899123470996,2.1372384264705193
CVE-2024-1064,9.169130246175348,77.84870619388732
CVE-2024-1065,79.8253120519767,1.2754903204072325
CVE-2024-1066,14.025748044087745,20.127572430007575
CVE-2024-1067,44.303924615956326,8.925154333276026
CVE-2024-1068,12.45832962128076,31.350994159418583
CVE-2024-1069,7.381927530295492,177.52535147040243
CVE-2024-1070,11.08061121760824,24.58923631903915
CVE-2024-1071,21.215297577339072,39.6446167043852
CVE-2024-1072,7.522421048401232,40.25061596064695
CVE-2024-1073,39.280277900913916,2.6409497817892644
CVE-2024-1074,2.3362985418660207,57.46666791319871
CVE-2024-1075,24.17706526960423,67.40958132857357
CVE-2024-1076,25.787157136165593,59.55152043623818
CVE-2024-1077,11.379491044702677,7.1412434109986345
CVE-2024-1078,1.364605851122283,27.22126304538006
CVE-2024-1079,21.542263311366902,22.774629854837432
CVE-2024-1080,1.9785973522627316,21.931605700950257
CVE-2024-1081,56.528674332794665,3.183148825004044
CVE-2024-1082,89.49626845449905,70.29449180820899
CVE-2024-1083,9.23483437517308,0.22235916937500425
CVE-2024-1084,3.2066517959759864,8.021081724650472
CVE-2024-1085,10.136682860079452,53.705374719527384
CVE-2024-1086,6.568805189736174,11.611550162669761
CVE-2024-1087,0.2683162817559871,84.48438259717484
CVE-2024-1088,66.5752908221229,41.41634270236558
CVE-2024-1089,46.67909387375972,62.97402526880389
CVE-2024-1090,10.823853335771597,11.517141277639837
CVE-2024-1091,31.054505020665182,62.632515780943706
CVE-2024-1092,105.60986477854335,81.3695811996829
CVE-2024-1093,46.19106404910273,35.141579428898595
CVE-2024-1094,41.465846349024346,1.250241283632174
CVE-2024-1095,28.06604957930294,18.019669567767238
CVE-2024-1096,13.858239896306888,40.247478221150125
CVE-2024-1097,26.35827484995285,125.19578297838214
CVE-2024-1098,5.133666261068469,11.03699934304443
CVE-2024-1099,1.1548691140848104,2.011500202191706
CVE-2024-1100,14.96456677619636,40.78372598894348
CVE-2024-1101,5.021682605600781,35.04261180040381
CVE-2024-1102,4.972512903774768,23.476817873956694
CVE-2024-1103,19.607998798417768,138.13486139349408
CVE-2024-1104,5.841620748701036,3.9624095085876876
CVE-2024-1105,6.689772400406401,135.81107596115564
CVE-2024-1106,25.67979268728287,1.6027257926590517
CVE-2024-1107,18.32285001336998,34.84064907551562
CVE-2024-1108,37.98811272428105,131.04244550885284
CVE-2024-1109,18.65551175634236,27.87477400509693
CVE-2024-1110,11.015032545533117,5.256540905477818
CVE-2024-1111,30.30714755214934,155.8690236350358
CVE-2024-1112,19.769780936919076,27.03288644517062
CVE-2024-1113,113.93809214806996,76.08183656622288
CVE-2024-1114,8.5412881126072,51.49701210028883
CVE-2024-1115,33.72324508266124,23.423424102939382
CVE-2024-1116,131.15148209299542,181.81465223184424
CVE-2024-1117,78.10801814279333,48.16963366499998
CVE-2024-1118,8.733320386357384,63.74850027238456
CVE-2024-1119,38.1321443920685,0.9858217389513491
CVE-2024-1120,14.65913087681776,42.2769802792584
CVE-2024-1121,42.74982034738714,130.67469117345019
CVE-2024-1122,4.030201593170746,12.469019463229833
CVE-2024-1123,108.46418313132473,12.963568710028818
CVE-2024-1124,4.857874212986188,85.42899022625022
CVE-2024-1125,36.07281169772269,130.78150300680264
CVE-2024-1126,12.717162009182143,20.884174423917475
CVE-2024-1127,6.208407818121003,50.68154318245138
CVE-2024-1128,14.87093729449022,111.27352642254745
CVE-2024-1129,106.5883147321246,4.498053243432401
CVE-2024-1130,3.657144044620946,29.856410627738132
CVE-2024-1131,1.0096107078079561,68.29732618796217
CVE-2024-1132,47.70628536617781,47.049152880084215
CVE-2024-1133,51.443237620960765,6.086744493327309
CVE-2024-1134,19.95399060134344,88.48361951643379
CVE-2024-1135,97.2735768384695,43.3136728016536
CVE-2024-1136,29.643022611887236,135.40599909039958
CVE-2024-1137,26.82104255756963,41.436330895430046
CVE-2024-1138,53.682680597988515,75.83217221512099
CVE-2024-1139,0.03350424237564338,196.77315338426956
CVE-2024-1140,6.570805318626452,69.68635165674435
CVE-2024-1141,10.154173189288576,30.422440856967853
CVE-2024-1142,17.75764060550269,39.954575502660276
CVE-2024-1143,3.9646795570550006,38.31971831899136
CVE-2024-1144,58.924418955759386,2.282468408515683
CVE-2024-1145,37.72354997054159,21.897324150087417
CVE-2024-1146,44.220564498699545,24.689668393483686
CVE-2024-1147,2.8662805097472814,6.247741514807139
CVE-2024-1148,20.882278002476436,1.898266465770077
CVE-2024-1149,3.825642917457566,0.21414642834200326
CVE-2024-1150,9.607834486511388,19.858835746910323
CVE-2024-1151,75.97790906873894,12.499830367754193
CVE-2024-1152,44.43499754537089,36.47464326069653
CVE-2024-1153,44.359766906309595,115.92732840698903
CVE-2024-1154,41.96148713032588,1.7923522104926457
CVE-2024-1155,15.55783774235784,25.713033179374314
CVE-2024-1156,2.7291147159921234,49.56992017753418
CVE-2024-1157,80.15604838542966,3.958445918159581
CVE-2024-1158,35.56374672206461,42.600240471753025
CVE-2024-1159,45.18502057997211,20.727280251532
